Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
109,Ray_TN,4,Got this for my phone and it works great so far. Transferred music and pictures super fast from my computer to the card. Needed more memory and this is perfect.,08/09/2021,646,46,49,95,-3,3.7138832055394744,2.922337090291875
110,"ENZYMES ""natureskid""",4,"It works just fine in my Galaxy 3s phone.  Now, I more room than I know what to do with.",03/02/2021,732,21,34,55,-13,2.381630569594317,4.512612695081464
111,G. Nguyen,4,"I purchased this as a recommendation to use with a LS300W dashcam.  Like most dashcams, there is constant high definition writing to the SD card because of needed looping.  This works as expected.  Reliable and fast.",06/06/2021,800,27,14,41,13,0.24991357538775905,4.145660148241991
112,The Fountain Pen Diva,4,Where else can you get legitimate micro sdhc 32 GB memory cards for this price. The speed is 30 MB/s. Fast low cost 32 GB. Cannot go wrong. Name brand. San disk. I got ripped off buying imitation unpackaged memory cards that only worked days.,05/13/2021,364,20,42,62,-22,3.0494687083464966,3.583882274171131
113,tgreenwaldt,5,"I bought this memory card the day I received my Samsung Galaxy S4. It arrived in two days via Prime, plugged it in and formatted. It offers 59.45 GBs of usable space. Being that the card is Class 10, reads are super fast and writes are great. UHS-1 is, sadly, mostly only supported by DSLRs, so most smartphones and devices won't take advantage of the super, super speed, but nonetheless, the card is fast.This card has lots of storage, affordable, transfers and reads fast. I'd recommend this for people who carry a lot of media, such as music and videos.",02/05/2021,202,45,10,55,35,2.033620519870492,0.16289191196087238
114,QR,3,Very fast reading and writing for my samsung galaxy s4 from verizon. Highly recommended. Sandisk is numero uno for smartphones.,08/30/2021,882,17,30,47,-13,1.5826407509898488,1.8676020912018072
115,Michael Laliberte,4,"Back when I purchased my Samsung Galaxy S4, the deciding factor between it and the iPhone was the capability of SD card storage, so when the chance came to grab a 32GB card for 20 dollars, I jumped on it. It performs flawlessly, and comes with a standard sized SD card so you can fit the micro into it and access it from your computer.Folks, if you purchase an Android phone with SD card capabilities, don't go for the 32GB phone and pay up to a hundred dollars more. Just grab a micro SD card for less, and thank me in the morning!",03/01/2021,146,30,27,57,3,3.202053184132671,3.1594483610092716
116,Expo67,2,. . . . . . . . . . . . . . . no issues till date so happy,05/15/2021,836,45,27,72,18,2.183072811008632,2.611252621783825
117,"Ashton P. Johnson ""Zepaw""",2,"Amazon ran a good deal on this 64GB microSDXC, so I jumped on the bandwagon.  When it arrived I snapped a few photographs to test it out and it worked well...until I tried to retrieve the files.  I don't know how, but it became corrupt and no longer would reformat or function in any of my devices.  I exchanged it for a replacement through Amazon and the new one works beyond my initial observations.  Browsing seems much faster than previous SDHC class 10 cards.  Thank you Amazon for your immediate exchange.  highly recommended for today's on the go data storage.  *(original review was 2 stars, but after Amazon's immediate replacement and great customer service I re-rated to 5 stars.)",01/20/2021,639,36,31,67,5,0.4621055022658932,1.5965916324892193
118,C. Selvey,3,Got this for my GoPro Black Edition to record up to 4-5 hours of video at the highest setting. Very pleased with its performance and so far no errors or failures.,07/07/2021,457,20,24,44,-4,4.579752352561722,0.7221195775488826
119,Dan P.,1,Purchased this a few months ago and the product is still working well. I haven't had any data loss or other issues.,04/17/2021,135,13,19,32,-6,3.892465497266895,2.764982913444608
120,Arnie Posadas,1,I got this for my phone and it is working well as storage for my music and images.  I would order this again if I needed another.,11/26/2021,626,24,27,51,-3,0.2818909564527622,1.429587879311065
121,Walt,1,"Card runs great in my Note 2. Not sure how it compares to other ones in benchmark tests now, but there weren't that many options available to me at the time I bought it.Love having 64 Gig's of storage on my phone.",11/16/2021,264,26,24,50,2,2.625319350953478,1.1650024490449817
122,bwolcott,2,"Price of micro SD per GB is much lower compared to a few years ago.Works fine with LG G2x and Galaxy Note 2.With all the new phones with more than 6M pixels and 1080p video, your internal storage is going to dry out very fast. External Micro SD is definitely a must.4GB and 8 GB are running out very fast :(. 32GB is definitely a welcome (especially if you buy it during the sale)Pro:1. Bought this during sale - under 25 USD.2. Class 10 - fastest (for now)3. Trusted brand: SanDiskCons:None.",09/17/2021,64,39,10,49,29,0.4168878144931415,1.9947911352746677
123,"KJ Kumar ""KJ Kumar""",1,"The only thing better doesn't exist yet, just be sure to get the U1 marked model as others are slower bins.",03/02/2021,491,22,18,40,4,4.186449295292425,3.927457166071343
124,LeDerrius,5,"At the time of writing this review I bought three of these memory cards in last couple of weeks, for work related phones. They work fine in the Samsung Galaxy S3 mini phones. We are happy with the read and write speeds. One small note of caution the price that can be paid for these can vary, so please check around and save a few extra dollars. When installed you will not get the full 32Gb from the SD card - but that is to be expected, so please bear this mind.",02/03/2021,647,30,27,57,3,3.065069805259859,2.439267511831561
125,Sandra L. Hasaan,4,Plugged into my new Surface Pro and works great!  No issues or hassle.  Good price and low cost for adding additional storage.,03/31/2021,41,46,0,46,46,0.8622456678653423,1.0824610524933498
126,John C. Wolf,2,This is good item it works well on my Phone and I intend to buy more later. So I highly recommend this type.,10/17/2021,296,28,4,32,24,0.10370671403100384,0.5845157114002419
127,Wesley Haley,3,"Plugged it into my Samsung Galaxy II, and the memory appeared - what more can I say other than it has performed exactly as expected.",07/02/2021,3,46,9,55,37,0.1579050607321031,2.4949363188739997
128,frwainscott,3,"I am very disappointed in this card.  I usually don't have an issue with SanDisk, but this 32GB ultra card died after two months.  Died as in, no longer recognizable by PC / Camera or any device.  Now I have to wrestle with warranty claim.",09/24/2021,913,29,41,70,-12,2.536827360324149,3.9718319921111727
129,Sterling M. Smith,4,"Great product, great price, great quality!  I've purchased 6 of these so far for family and friends.The only thing better than this would be a 128gb model!I only wished that laptops came with micro SD slots!",03/06/2021,706,25,45,70,-20,3.6718673933838692,3.264090118269702
130,Carl Crampton,2,"I believe in generic. I tried generic. for somethings, you need SanDisk. you can trust SanDisk, it always works and if it doesn't, they will make it right.",02/26/2021,975,19,33,52,-14,0.6042022566697958,1.1607444007162482
131,BuffaloPhil,1,"SanDisk continues its legacy with this high-speed microHD card. A definite must for your tablet or smartphone, provided it accepts external memory cards. Then again, why would you buy one that doesn't?",12/14/2021,110,37,35,72,2,1.1064203295747876,2.1835329284474616
132,Rachel Beckwith,1,"Works fine in my Sony RX100 using the provided adapter, but who would expect otherwise.  Bought the more expensive micro with adapter rather than full size SD so that I can move it to other devices that take micro SD.Prime shipping arrived in one day.",10/31/2021,221,18,1,19,17,1.6362997258476613,4.276151816720343
133,Ken L.,5,"I thought buying this directly from amazon would guarantee me an ""authentic"" sandisk.  Honestly, I'm not sure if I got an ""authentic"" one or not, but it's failed within 6 months.  Either it's not authentic or sandisk has really dropped the ball on quality.  P.s. it's made in CHINA - if that tells you anything.",08/28/2021,370,26,17,43,9,1.090383910305765,0.8882795392641946
134,"Mary ""Toni in TN""",5,I purchased this card as memory storage for my Asus TF700 tablet and it works like a charm. Highly recommended!,06/10/2021,368,24,12,36,12,1.9566828134357932,2.6604028534144852
135,Dmtri,1,Unable to read.It says it's blank.It then prompts to format or cancel.I clicked Format but Unable to Format.,05/15/2021,436,39,4,43,35,2.798075028825381,1.7811575438042078
136,Sergio Augusto,3,I am really pleased with all SamDisk flash drives I've had and this is no different.  It went in my sons mobile and nothing but good things to say...like it should be,09/27/2021,918,37,19,56,18,3.4246837412065463,0.6208987741475969
137,S. Chari,3,"Fast and Lots of storage, not a flimsy card either. Fells like its build tough. I would definitely recommend this to a friend. Side note, if your device supports it and you can afford it, get the 64GB. Youll appreciate NEVER changing out ur card.",04/30/2021,4,22,1,23,21,4.818875911036143,0.24951960455449118
138,k24A8,5,This worked in a Sansa clip zip when another generic brand didn't.  No complaints other than a couple CBS higher price.,07/23/2021,244,28,10,38,18,4.654218348415973,2.779356923228976
139,"Amazon Customer ""Nurseychic""",4,"This device works in Galaxy S4 no problems, it woks perfectly and really I just can't get over that you can buy a 64GB storage device that is the size of my thumbnail, that will run programs from it for under $50.One day something like this will hold 64 TB. Crazy cool.",01/29/2021,902,14,29,43,-15,2.8506348741445726,0.10374436870189463
140,DivideBy0,1,MicroSDXC is the wave of future storage for any manufacturer that has any sense. These little cars can increase the storage capacity of the most basic of devices for far less than buying more expensive models that don't allow external storage. Easy to use and with an industry standard that expands up to 2TB in capacity.,03/03/2021,166,2,31,33,-29,3.6707502822817735,0.5172305834646745
141,Nate C.,5,"forget loading this into your cart.  a one day pause and this junk went up 16.99, in ONE DAY.  I don't give money to aXXholes.",05/24/2021,26,9,31,40,-22,4.75436102312714,1.737821405808706
142,"Karl Alexander Monzon ""Karl  Monzn""",5,"I dunno if it's a bad copy or what but When I try to transfer files like 2GB or 3GB it doesn't copy! It ejects itself and then mounts itself again. I had to transfer all my songs from my PC through Airdroid which was a pain in the a$$ I can't transfer movies from my PC and by the way I tried formatting it and checking for some errors but same issue but I can move smaller files like 20MB or soVery disappointing especially for such price!UPDATE: Now I have more problems! My phone tells me every now and then that the ""SD card was unexpectedly removed"" and I tried on other phones with the same problem",03/17/2021,395,14,49,63,-35,0.41735972270702415,0.2176009267788137
